#                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
de_novo.Agm54242U_210909_035710_40438202_ccs.1:0-989 -            330 84149at6656          -            273    8e-134  443.4   9.8   1   1  3.8e-135  3.1e-132  438.2   9.8     1   273     1   299     1   299 0.93 -
de_novo.AGAP004240-RA.1:81-767                       -            229 84149at6656          -            273   5.2e-24   83.2   2.7   1   1     2e-26   1.6e-23   81.6   2.7    32   237     5   219     2   229 0.78 -
de_novo.AGAP008002-RA.1:153-641                      -            163 84149at6656          -            273   9.4e-11   39.8   0.0   1   1   2.1e-13   1.6e-10   39.0   0.0    66   210     2   155     1   158 0.85 -
de_novo.Agseq_163931.1:153-641                       -            163 84149at6656          -            273   9.4e-11   39.8   0.0   1   1   2.1e-13   1.6e-10   39.0   0.0    66   210     2   155     1   158 0.85 -
de_novo.AGAP005056-RA.1:33-770                       -            246 84149at6656          -            273   2.6e-09   35.0   1.7   1   2   5.2e-09   4.1e-06   24.5   0.6    57   148    36   140     4   155 0.72 -
de_novo.AGAP005056-RA.1:33-770                       -            246 84149at6656          -            273   2.6e-09   35.0   1.7   2   2   0.00045      0.36    8.3   0.1    51   100   151   198   138   209 0.76 -
de_novo.Agm54242Ue_220404_200923_721184_ccs.1:33-731 -            233 84149at6656          -            273   6.1e-08   30.6   0.2   1   2   2.1e-07   0.00017   19.2   0.1    57   108    36    87     4    98 0.77 -
de_novo.Agm54242Ue_220404_200923_721184_ccs.1:33-731 -            233 84149at6656          -            273   6.1e-08   30.6   0.2   2   2   0.00022      0.18    9.4   0.0    39   100   122   185   111   196 0.76 -
de_novo.seqSigP-69466.1:39-467                       -            143 84149at6656          -            273     0.031   11.8   0.0   1   1     5e-05      0.04   11.5   0.0    92   187    34   132    17   134 0.70 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/busco_downloads/lineages/arthropoda_odb10/hmms/84149at6656.hmm
# Target file:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/denovo_Agamhemo_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/de_novo_transcriptome_with_genome_hits_and_expression_filtering.gffread.fa.modified.fas
# Option settings: hmmsearch --domtblout /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/denovo_Agamhemo_BUSCO/run_arthropoda_odb10/hmmer_output/initial_run_results/84149at6656.out --cpu 1 /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/busco_downloads/lineages/arthropoda_odb10/hmms/84149at6656.hmm /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco/denovo_Agamhemo_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/de_novo_transcriptome_with_genome_hits_and_expression_filtering.gffread.fa.modified.fas 
# Current dir:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/compare_txomes/busco
# Date:            Sun Jan 29 13:00:39 2023
# [ok]
