#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TCONS_00015042:124-774  -            217 125446at6656         -            186  1.2e-107  356.7   0.7   1   1  1.2e-110  1.4e-107  356.5   0.7     1   186    22   217    22   217 0.96 -
TCONS_00059502:182-778  -            199 125446at6656         -            186   4.8e-21   74.4   0.0   1   1     5e-24     6e-21   74.1   0.0    52   185    63   198    15   199 0.88 -
TCONS_00001612:135-689  -            185 125446at6656         -            186     3e-16   58.8   0.1   1   1   2.8e-19   3.3e-16   58.6   0.1     7   186     8   185     2   185 0.76 -
TCONS_00059430:302-886  -            195 125446at6656         -            186   8.2e-16   57.3   0.3   1   1   1.2e-18   1.4e-15   56.6   0.3     2   184    17   195    16   195 0.85 -
TCONS_00014045:330-926  -            199 125446at6656         -            186   0.00048   19.0   0.3   1   1   7.1e-07   0.00085   18.2   0.3   112   180   129   198   119   199 0.88 -
TCONS_00022464:158-820  -            221 125446at6656         -            186     0.018   13.8   1.1   1   1     2e-05     0.024   13.4   1.1   100   133    45    78    11   112 0.86 -
TCONS_00018216:0-2453   -            818 125446at6656         -            186       2.4    6.9   7.4   1   2      0.85     1e+03   -1.7   0.3    89   132   511   555   507   580 0.69 -
TCONS_00018216:0-2453   -            818 125446at6656         -            186       2.4    6.9   7.4   2   2   0.00022      0.26   10.1   1.7   100   132   642   674   590   691 0.82 -
TCONS_00016764:654-2498 -            615 125446at6656         -            186         3    6.6   8.7   1   2      0.68   8.2e+02   -1.3   0.9    89   140   308   362   304   399 0.70 -
TCONS_00016764:654-2498 -            615 125446at6656         -            186         3    6.6   8.7   2   2   0.00015      0.18   10.5   1.8   100   133   439   472   391   493 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/busco_downloads/lineages/arthropoda_odb10/hmms/125446at6656.hmm
# Target file:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/all_transcripts.comprehensive.v6.gffread.fa.modified.fas
# Option settings: hmmsearch --domtblout /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/hmmer_output/initial_run_results/125446at6656.out --cpu 1 /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/busco_downloads/lineages/arthropoda_odb10/hmms/125446at6656.hmm /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/all_transcripts.comprehensive.v6.gffread.fa.modified.fas 
# Current dir:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco
# Date:            Thu Feb  9 16:50:57 2023
# [ok]
