#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TCONS_00015871:116-418 -            101 159231at6656         -             79   1.5e-46  155.8   0.6   1   1   3.1e-49   1.7e-46  155.5   0.6     1    79    12    96    12    96 0.95 -
TCONS_00017052:66-422  -            119 159231at6656         -             79   1.6e-11   43.5   0.5   1   1   1.3e-13   7.2e-11   41.4   0.5     3    76    26   108    24   111 0.72 -
TCONS_00003795:169-393 -             75 159231at6656         -             79   3.9e-07   29.4   0.1   1   1   7.3e-10   4.1e-07   29.4   0.1     4    49     1    45     1    71 0.89 -
TCONS_00039595:88-465  -            126 159231at6656         -             79   6.2e-07   28.8   0.0   1   1   1.5e-09   8.4e-07   28.4   0.0    11    78    43   110    34   111 0.85 -
TCONS_00048641:88-465  -            126 159231at6656         -             79   6.2e-07   28.8   0.0   1   1   1.5e-09   8.4e-07   28.4   0.0    11    78    43   110    34   111 0.85 -
TCONS_00049415:92-469  -            126 159231at6656         -             79   6.2e-07   28.8   0.0   1   1   1.5e-09   8.4e-07   28.4   0.0    11    78    43   110    34   111 0.85 -
TCONS_00027591:131-632 -            134 159231at6656         -             79   1.9e-06   27.2   1.0   1   2   3.4e-09   1.9e-06   27.2   1.0    11    76    14    75     8    78 0.90 -
TCONS_00027591:131-632 -            134 159231at6656         -             79   1.9e-06   27.2   1.0   2   2       5.3     3e+03   -2.2   0.0    23    27   103   107    84   125 0.55 -
TCONS_00016393:81-308  -             76 159231at6656         -             79   2.5e-06   26.9   0.1   1   1   1.5e-08   8.6e-06   25.1   0.1    11    77    12    71     5    73 0.88 -
TCONS_00023857:103-417 -             76 159231at6656         -             79   2.5e-06   26.9   0.1   1   1   1.5e-08   8.6e-06   25.1   0.1    11    77    12    71     5    73 0.88 -
TCONS_00014133:129-548 -            140 159231at6656         -             79   6.9e-06   25.4   0.8   1   2   1.2e-08   6.9e-06   25.4   0.8    11    76    20    81    14    84 0.90 -
TCONS_00014133:129-548 -            140 159231at6656         -             79   6.9e-06   25.4   0.8   2   2         6   3.4e+03   -2.4   0.0    23    27   109   113    91   131 0.55 -
TCONS_00028430:96-320  -             75 159231at6656         -             79   8.5e-05   21.9   0.1   1   1   5.9e-07   0.00034   20.0   0.1    11    76    12    69     5    72 0.83 -
TCONS_00001967:209-403 -             65 159231at6656         -             79    0.0004   19.8   0.0   1   1   7.5e-07   0.00042   19.7   0.0    13    45     2    34     1    65 0.69 -
TCONS_00036818:146-349 -             68 159231at6656         -             79    0.0026   17.2   0.3   1   1   8.3e-06    0.0047   16.4   0.3    15    76     8    65     2    68 0.73 -
TCONS_00036819:156-359 -             68 159231at6656         -             79    0.0026   17.2   0.3   1   1   8.3e-06    0.0047   16.4   0.3    15    76     8    65     2    68 0.73 -
TCONS_00039190:120-323 -             68 159231at6656         -             79    0.0026   17.2   0.3   1   1   8.3e-06    0.0047   16.4   0.3    15    76     8    65     2    68 0.73 -
TCONS_00031309:90-383  -             98 159231at6656         -             79    0.0052   16.2   0.1   1   1   1.7e-05    0.0097   15.4   0.1    14    75    13    71     7    75 0.74 -
TCONS_00039294:78-884  -            120 159231at6656         -             79    0.0085   15.5   0.1   1   1   3.1e-05     0.017   14.5   0.1    15    75    11    68     5    72 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/busco_downloads/lineages/arthropoda_odb10/hmms/159231at6656.hmm
# Target file:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/all_transcripts.comprehensive.v6.gffread.fa.modified.fas
# Option settings: hmmsearch --domtblout /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/hmmer_output/initial_run_results/159231at6656.out --cpu 1 /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/busco_downloads/lineages/arthropoda_odb10/hmms/159231at6656.hmm /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/all_transcripts.comprehensive.v6.gffread.fa.modified.fas 
# Current dir:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco
# Date:            Thu Feb  9 16:51:49 2023
# [ok]
