#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TCONS_00038539:15-679  -            199 141859at6656         -            135   1.6e-64  215.0   9.0   1   2   4.7e-37   8.9e-34  115.5   2.9     2    87    33   117    32   128 0.94 -
TCONS_00038539:15-679  -            199 141859at6656         -            135   1.6e-64  215.0   9.0   2   2   2.3e-33   4.4e-30  103.6   0.5    70   134   128   192   118   193 0.95 -
TCONS_00030526:98-694  -            199 141859at6656         -            135   2.7e-64  214.3   9.3   1   2   7.5e-37   1.4e-33  114.9   3.1     2    87    33   117    32   128 0.94 -
TCONS_00030526:98-694  -            199 141859at6656         -            135   2.7e-64  214.3   9.3   2   2   2.3e-33   4.4e-30  103.6   0.5    70   134   128   192   118   193 0.95 -
TCONS_00037490:0-666   -            199 141859at6656         -            135   2.7e-64  214.3   9.3   1   2   7.5e-37   1.4e-33  114.9   3.1     2    87    33   117    32   128 0.94 -
TCONS_00037490:0-666   -            199 141859at6656         -            135   2.7e-64  214.3   9.3   2   2   2.3e-33   4.4e-30  103.6   0.5    70   134   128   192   118   193 0.95 -
TCONS_00030527:27-645  -            196 141859at6656         -            135   7.2e-59  196.8   7.9   1   2   2.4e-31   4.7e-28   97.0   2.0     2    87    33   114    32   125 0.93 -
TCONS_00030527:27-645  -            196 141859at6656         -            135   7.2e-59  196.8   7.9   2   2   2.1e-33   4.1e-30  103.7   0.5    70   134   125   189   114   190 0.94 -
TCONS_00032892:178-615 -            146 141859at6656         -            135   2.8e-54  181.9   6.6   1   2   2.5e-26   4.7e-23   80.8   1.2    24    87     2    64     1    74 0.93 -
TCONS_00032892:178-615 -            146 141859at6656         -            135   2.8e-54  181.9   6.6   2   2   1.1e-33   2.2e-30  104.6   0.4    70   134    75   139    67   140 0.95 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/busco_downloads/lineages/arthropoda_odb10/hmms/141859at6656.hmm
# Target file:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/all_transcripts.comprehensive.v6.gffread.fa.modified.fas
# Option settings: hmmsearch --domtblout /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/hmmer_output/initial_run_results/141859at6656.out --cpu 1 /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/busco_downloads/lineages/arthropoda_odb10/hmms/141859at6656.hmm /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/all_transcripts.comprehensive.v6.gffread.fa.modified.fas 
# Current dir:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco
# Date:            Thu Feb  9 16:51:35 2023
# [ok]
