#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TCONS_00029927:104-514 -            137 137050at6656         -            113   4.5e-56  186.9   1.3   1   1   3.8e-59     6e-56  186.5   1.3     4   107    15   122    13   131 0.94 -
TCONS_00004270:308-610 -            101 137050at6656         -            113   4.2e-07   29.1   0.0   1   1     3e-10   4.8e-07   28.9   0.0    23    81    27    90     8    99 0.77 -
TCONS_00013407:457-759 -            101 137050at6656         -            113   4.2e-07   29.1   0.0   1   1     3e-10   4.8e-07   28.9   0.0    23    81    27    90     8    99 0.77 -
TCONS_00009009:1-522   -            174 137050at6656         -            113   2.1e-05   23.7   1.4   1   2   1.4e-07   0.00022   20.3   0.2    17    68    40    91    26   108 0.90 -
TCONS_00009009:1-522   -            174 137050at6656         -            113   2.1e-05   23.7   1.4   2   2     0.043        69    2.7   0.1    33    59   102   131    92   137 0.76 -
TCONS_00003574:50-862  -            271 137050at6656         -            113   8.2e-05   21.8   2.2   1   3       1.7   2.8e+03   -2.5   0.0    14    39    74    99    70   106 0.75 -
TCONS_00003574:50-862  -            271 137050at6656         -            113   8.2e-05   21.8   2.2   2   3   3.4e-07   0.00055   19.1   0.1    17    68   137   188   123   200 0.90 -
TCONS_00003574:50-862  -            271 137050at6656         -            113   8.2e-05   21.8   2.2   3   3     0.087   1.4e+02    1.7   0.1    33    59   199   228   189   233 0.75 -
TCONS_00039615:144-512 -            123 137050at6656         -            113    0.0075   15.4   0.0   1   1     7e-06     0.011   14.9   0.0    10    79    19    88     9   111 0.79 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/busco_downloads/lineages/arthropoda_odb10/hmms/137050at6656.hmm
# Target file:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/all_transcripts.comprehensive.v6.gffread.fa.modified.fas
# Option settings: hmmsearch --domtblout /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/hmmer_output/initial_run_results/137050at6656.out --cpu 1 /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/busco_downloads/lineages/arthropoda_odb10/hmms/137050at6656.hmm /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco/refguided_Agamhemo_BUSCO/run_arthropoda_odb10/metaeuk_output/initial_results/all_transcripts.comprehensive.v6.gffread.fa.modified.fas 
# Current dir:     /hpcdata/bcbb/homc/Barillaslab/Agam_hemo_transcriptomes/scripts/busco
# Date:            Thu Feb  9 16:51:21 2023
# [ok]
