0	1372-1215	0	56501	-1	14447at6656_7160_0:00398e|de_novo.Agseq_17421.1|-|355|2.199e-99|1|158|1372|1372[1372]:158[158]:1215[1215]
5	111+735	0	107579	1	119438at6656_438502_0:003282|de_novo.Agm54242U_210819_213017_122291208_ccs.1|+|99|2.546e-22|1|111|845|111[111]:845[845]:735[735]
8	306-288	0	148524	-1	87928at6656_29031_0:0011c5|de_novo.Agseq_21831.1|-|54|8.96e-09|1|19|306|306[306]:19[19]:288[288]
12	51+1461	0	95092	1	18055at6656_13249_0:002f68|de_novo.Agm54242U_210909_035710_10619100_ccs.1|+|165|3.451e-42|1|51|1511|51[51]:1511[1511]:1461[1461]
14	0+486	0	24231	1	5616at6656_609295_0:001991|de_novo.Agm54242U_210909_035710_180161289_ccs.1|+|202|2.511e-53|1|0|485|0[0]:485[485]:486[486]
21	72+1794	0	77242	1	76308at6656_7004_0:002aec|de_novo.AGAP000264-RA.1|+|291|4.057e-80|1|72|1865|72[72]:1865[1865]:1794[1794]
31	312+354	0	94637	1	137711at6656_112268_0:002589|de_novo.Agm54242U_210909_035710_10813799_ccs.1|+|58|5.6e-10|1|312|665|312[312]:665[665]:354[354]
36	339+978	0	84264	1	58276at6656_116153_0:00072a|de_novo.AGAP000454-RA.1|+|44|9.175e-06|1|339|1316|339[339]:1316[1316]:978[978]
43	0+1671	0	93228	1	86654at6656_7165_0:0030d6|de_novo.AGAP000554-RA.1|+|1131|0|1|0|1670|0[0]:1670[1670]:1671[1671]
54	123+1029	0	67125	1	66028at6656_7200_0:0020d1|de_novo.Agm54242U_210819_213017_165020556_ccs.1|+|335|2.306e-93|1|123|1151|123[123]:1151[1151]:1029[1029]
58	357+510	0	72311	1	113817at6656_7168_0:00315a|de_novo.AGAP000725-RA.1|+|49|2.867e-07|1|357|866|357[357]:866[866]:510[510]
61	0+2049	0	60330	1	46692at6656_43041_0:000535|de_novo.AGAP000770-RA.1|+|1336|0|1|0|2048|0[0]:2048[2048]:2049[2049]
64	2+591	0	131332	1	87014at6656_112268_0:0027d0|de_novo.Agm54242U_210909_035710_25560703_ccs.1|+|402|1.563e-113|1|2|592|2[2]:592[592]:591[591]
67	0+1518	0	25083	1	49070at6656_7165_0:0031fc|de_novo.AGAP000856-RA.1|+|1023|1.796e-300|1|0|1517|0[0]:1517[1517]:1518[1518]
77	826+702	0	161193	1	132857at6656_7070_0:0007c3|de_novo.Agm54242U_210819_213017_102106560_ccs.1|+|53|1.792e-08|1|826|1527|826[826]:1527[1527]:702[702]
86	942+918	0	68901	1	119438at6656_133901_0:001bf7|de_novo.AGAP001132-RA.1|+|164|6.902e-42|1|942|1859|942[942]:1859[1859]:918[918]
87	96+1371	0	49623	1	83755at6656_38123_0:002ff9|de_novo.Agseq_128726.1|+|235|2.923e-63|1|96|1466|96[96]:1466[1466]:1371[1371]
89	66+699	0	45553	1	122526at6656_6850_0:0018b0|de_novo.AGAP001198-RA.1|+|91|6.519e-20|1|66|764|66[66]:764[764]:699[699]
99	813-738	0	100020	-1	122526at6656_121225_0:0001c4|de_novo.Agm54242U_210909_035710_76875423_ccs.1|-|124|7.589e-30|1|76|813|813[813]:76[76]:738[738]
103	5+942	0	92423	1	66299at6656_62324_0:000b5c|de_novo.Agm54242U_210819_213017_112068732_ccs.1|+|552|1.095e-158|1|5|946|5[5]:946[946]:942[942]
119	333+909	0	144970	1	122526at6656_64838_0:0014bc|de_novo.Agm54242Ue_220404_200923_42272435_ccs.1|+|79|2.67e-16|1|333|1241|333[333]:1241[1241]:909[909]
122	194+1329	0	103244	1	2456at6656_6850_0:0051c6|de_novo.Agm54242U_210819_213017_6881725_ccs.1|+|338|2.882e-94|1|194|1522|194[194]:1522[1522]:1329[1329]
125	30+1521	0	30305	1	62580at6656_7165_0:000df3|de_novo.Agm54242U_210819_213017_69468663_ccs.1|+|996|2.41e-292|1|30|1550|30[30]:1550[1550]:1521[1521]
128	696+381	0	141431	1	119438at6656_88015_0:00263d|de_novo.Agm54242U_210819_213017_170722326_ccs.1|+|54|8.96e-09|1|696|1076|696[696]:1076[1076]:381[381]
137	270+270	0	16542	1	137711at6656_13686_0:0011f5|de_novo.Agm54242Ue_220404_200923_128319679_ccs.1|+|56|2.24e-09|1|270|539|270[270]:539[539]:270[270]
137	21+474	0	92881	1	50493at6656_6958_0:0034b8|de_novo.Agm54242Ue_220404_200923_128319679_ccs.1|+|58|5.6e-10|1|21|494|21[21]:494[494]:474[474]
147	152-153	0	2505	-1	109444at6656_407821_0:004e09|de_novo.Agseq_144596.1|-|48|5.734e-07|1|0|152|152[152]:0[0]:153[153]
149	409+1116	0	25705	1	97865at6656_7395_0:0011bf|de_novo.Agm54242U_210909_035710_123274939_ccs.1|+|587|3.186e-169|1|409|1524|409[409]:1524[1524]:1116[1116]
151	951+642	0	134672	1	87928at6656_6850_0:002349|de_novo.Agm54242Ue_220404_200923_13631905_ccs.1|+|132|2.964e-32|1|951|1592|951[951]:1592[1592]:642[642]
159	0+1146	0	33416	1	124720at6656_30069_0:001f8b|de_novo.Agm54242U_210819_213017_36833446_ccs.1|+|627|2.898e-181|1|0|1145|0[0]:1145[1145]:1146[1146]
166	0+957	0	108936	1	149126at6656_7165_0:001062|de_novo.AGAP002363-RA.1|+|630|3.622e-182|1|0|956|0[0]:956[956]:957[957]
173	408+792	0	33509	1	144337at6656_315563_0:002263|de_novo.Agm54242Ue_220404_200923_656519_ccs.1|+|117|9.714e-28|1|408|1199|408[408]:1199[1199]:792[792]
186	137+639	0	61329	1	75704at6656_69004_0:0023c9|de_novo.Agm54242U_210909_035710_27331005_ccs.1|+|455|1.735e-129|1|137|775|137[137]:775[775]:639[639]
196	0+2049	0	124663	1	46437at6656_7165_0:001228|de_novo.AGAP002775-RA.1|+|1332|0|1|0|2048|0[0]:2048[2048]:2049[2049]
215	127+1254	0	49683	1	40691at6656_407821_0:004f34|de_novo.Agseq_101268.1|+|111|6.217e-26|1|127|1380|127[127]:1380[1380]:1254[1254]
218	3+1416	0	165096	1	132329at6656_41427_0:002b15|de_novo.Agseq_188398.1|+|700|3.068e-203|1|3|1418|3[3]:1418[1418]:1416[1416]
227	1683+585	0	56429	1	91946at6656_7130_0:001b39|de_novo.AGAP003206-RA.1|+|71|6.836e-14|1|1683|2267|1683[1683]:2267[2267]:585[585]
